System,Subject,Category,Item,Year,No. of Cases
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2020,243
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2020,164
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong,2020,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Unknown,2020,3
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2020,146
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2020,462
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2020,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2020,33
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2020,26
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2020,652
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2020,22
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2020,16
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2020,4
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2020,10
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2020,9
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2020,24
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2020,43
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2020,114
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2020,84
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2020,6
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2020,327
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2020,30
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Chinese,2020,625
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indonesian,2020,16
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Filipino,2020,13
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indian,2020,0
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Pakistani,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Nepalese,2020,0
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Thai,2020,0
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,White,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Japanese,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Other Asian,2020,13
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,African,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Others,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Unknown,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2020,51
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2020,13
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2020,9
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2020,31
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2020,27
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2020,40
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2020,83
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2020,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2020,19
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2020,19
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2020,44
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2020,50
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2020,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2020,27
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2020,33
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2020,32
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2020,29
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2020,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2020,8
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2020,85
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical harm / abuse,2021,593
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2021,275
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2021,448
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological harm / abuse,2021,9
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2021,42
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2021,848
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2021,519
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2021,863
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2021,32
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2021,40
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2021,32
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2021,32
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2021,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2021,42
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2021,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2021,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2021,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2021,2
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2021,152
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2021,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2021,4
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2021,145
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2021,51
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2021,1304
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2021,5
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2021,15
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2021,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2021,18
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Nepalese,2021,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2021,7
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2021,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2021,5
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,British,2021,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Russian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Sri Lankan,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Canadian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Italian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Nigerian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Australian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Japanese,2021,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Singaporean,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Malaysian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,French ,2021,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Mongolian,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,New Zealander ,2021,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2021,4
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2021,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2021,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2021,34
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2021,56
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2021,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2021,64
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2021,100
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2021,90
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2021,81
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2021,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2021,181
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2021,93
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2021,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2021,61
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2021,172
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2021,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2021,86
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2021,106
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2021,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2021,28
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2021,2203
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2021,27
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2021,275
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2021,210
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2021,2307
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2021,408
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2021,1582
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2021,290
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2021,136
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2021,17
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2021,446
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2021,19
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2021,222
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2021,3
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2021,2470
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2021,32
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2021,54
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2021,21
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2021,27
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2021,18
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2021,10
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Vietnamese,2021,21
